ImageId,EncodedPixels
test_mask_723,16096 10 16342 21 16588 29 16837 31 17084 34 17329 39 17578 41 17826 45 18073 48 18322 49 18571 51 18821 51 19070 53 19319 54 19567 55 19815 56 20064 55 20314 53 20563 52 20812 29 20853 10 21061 26 21309 27 21558 26 21807 25 22056 24 22306 23 22555 23 22805 21 23054 21 23303 19 23553 18 23802 18 24052 17 24302 16 24552 15 24802 14 25052 13 25301 13 25551 12 25801 12 26050 13 26300 13 26550 13 26800 12 27050 12 27299 13 27549 13 27799 14 28049 14 28299 14 28549 14 28799 14 29049 15 29299 16 29549 17 29799 17 30049 17 30299 17 30550 17 30800 17 31051 16 31300 17 31551 16 31801 16 32052 15 32302 15 32554 13 32804 13 33055 12 33305 11 33556 9 33806 9 34056 8 34306 8 34556 8 34808 6 35060 4 35311 3 35563 2 35813 2 36064 2 36314 2 36564 3 36814 4 37065 5 37315 7 37566 8 37816 12 38066 13 38317 13 38567 14 38817 15 39068 16 39319 16 39570 16 39821 16 40072 16 40323 21 40575 21 40826 22 41077 25 41328 24 41582 20 41836 15 42090 6 42097 2 42343 1
test_mask_724,15312 2 15318 3 15560 11 15808 21 15834 3 15841 1 15843 1 16057 39 16098 1 16307 45 16557 46 16805 55 17046 2 17053 57 17295 3 17299 62 17544 4 17549 68 17795 3 17799 69 18046 2 18050 68 18300 68 18550 68 18801 67 19051 67 19302 64 19539 1 19549 64 19789 1 19797 56 20047 53 20296 52 20545 50 20795 49 21045 44 21294 34 21542 34 21792 33 22041 34 22292 33 22541 34 22791 33 23041 33 23290 33 23540 32 23787 1 23789 33 24035 36 24284 37 24533 38 24783 38 25033 37 25282 37 25532 36 25781 36 26032 35 26281 36 26531 35 26781 35 27031 35 27281 34 27531 34 27781 34 28031 34 28280 35 28530 35 28780 35 29030 35 29280 35 29529 36 29779 36 30028 37 30277 38 30526 39 30775 40 31024 41 31275 41 31526 40 31777 39 32027 39 32278 38 32528 38 32778 38 33029 37 33279 37 33530 35 33780 35 34030 35 34280 35 34531 34 34781 34 35031 34 35281 33 35531 33 35781 33 36031 33 36280 34 36530 34 36780 34 37031 33 37281 33 37531 33 37781 33 38031 33 38282 32 38531 33 38781 34 39033 32 39284 32 39534 32 39784 32 40034 33 40284 33 40534 34 40784 34 41038 32 41289 32 41540 31 41790 32 42040 34 42291 35 42542 37 42794 39 43048 54 43298 56 43550 58 43802 59 44055 59 44306 60 44557 60 44809 59 45061 57 45313 54 45565 51 45822 43 46077 2 46082 1 46093 20 46348 13 46606 4
test_mask_725,21324 7 21567 18 21815 20 22064 19 22313 19 22562 19 22811 18 23061 18 23309 19 23557 20 23807 19 24056 20 24306 20 24556 19 24806 18 25056 18 25305 18 25554 19 25803 20 26053 20 26302 21 26552 22 26802 22 27051 23 27300 24 27550 25 27800 25 28049 26 28299 26 28549 26 28799 27 29049 27 29297 29 29547 29 29797 29 30046 29 30296 29 30546 29 30796 28 31046 28 31295 27 31544 27 31794 27 32044 27 32294 27 32544 26 32794 26 33043 27 33293 26 33543 25 33793 24 34043 24 34293 24 34543 23 34793 23 35043 22 35294 21 35544 20 35794 20 36045 19 36295 19 36545 19 36796 18 37046 18 37296 18 37546 18 37796 18 38046 18 38296 18 38546 19 38797 18 39048 19 39298 21 39548 22 39798 24 40048 26 40298 28 40549 29 40800 29 41052 29 41302 33 41553 34 41803 37 42054 39 42304 47 42554 54 42805 56 43056 57 43306 58 43556 58 43806 58 44057 57 44308 57 44559 56 44809 56 45060 53 45312 49 45563 47 45814 46 46067 42 46320 37 46571 34 46822 32 47076 12 47089 14 47327 9 47346 6 47578 1
test_mask_726,11849 4 12095 8 12336 22 12585 24 12833 26 13081 28 13329 30 13576 33 13824 36 14073 37 14322 38 14572 39 14822 39 15071 41 15321 41 15569 43 15817 46 16066 47 16315 48 16564 49 16806 2 16814 50 17056 3 17064 52 17306 4 17313 30 17345 22 17556 4 17563 26 17599 10 17610 9 17806 3 17814 22 17850 8 17861 7 18056 3 18064 12 18102 6 18111 2 18297 1 18306 2 18352 6 18546 2 18602 5 18796 2 18853 3 19046 2 19103 2 19295 3 19797 1
test_mask_727,13598 13 13842 26 14089 37 14337 39 14586 42 14835 43 15083 45 15331 47 15580 48 15829 49 16077 51 16326 53 16574 55 16822 57 17071 58 17320 59 17567 63 17816 64 18064 66 18314 67 18563 68 18803 8 18813 68 19052 80 19300 82 19546 2 19549 82 19796 44 19849 30 20046 39 20102 15 20118 10 20296 36 20353 11 20373 4 20546 34 20796 33 21046 2 21049 29 21296 2 21299 27 21545 28 21794 28 22044 27 22294 27 22544 26 22794 26 23043 26 23294 24 23545 22 23795 22 24045 21 24295 21 24545 21 24795 20 25045 20 25296 18 25549 13 25800 12 26051 10 26302 9 26553 7 26805 4 27055 3 27304 4 27554 3 27804 3 28054 3 28304 3 28555 1 29554 2
test_mask_728,16333 12 16572 25 16819 32 17065 38 17314 40 17563 44 17813 46 18059 50 18306 54 18555 54 18803 31 18846 13 19051 29 19102 6 19111 1 19299 24 19353 2 19548 20 19798 18 20046 19 20294 20 20542 21 20791 22 21039 23 21288 23 21538 21 21787 20 22037 19 22286 20 22536 19 22785 20 23035 19 23284 19 23534 18 23784 18 24033 18 24283 18 24533 17 24782 18 25032 17 25281 17 25531 17 25781 17 26030 17 26280 17 26530 17 26780 16 27030 15 27279 16 27529 16 27779 16 28029 17 28279 17 28529 17 28779 17 29029 17 29279 19 29528 20 29778 20 30028 20 30278 21 30528 21 30777 22 31027 22 31277 23 31527 24 31777 24 32027 24 32277 24 32527 24 32777 25 33027 25 33278 24 33528 24 33778 23 34029 22 34279 22 34529 22 34780 21 35031 20 35282 19 35532 19 35782 19 36032 20 36282 20 36532 20 36782 20 37032 21 37282 21 37532 21 37782 21 38032 21 38282 21 38532 21 38782 21 39033 20 39284 20 39535 20 39785 20 40035 20 40286 20 40307 10 40536 34 40787 37 40834 4 41040 38 41079 11 41290 52 41541 51 41791 52 42043 51 42294 52 42545 53 42797 52 43048 54 43103 2 43298 62 43548 62 43799 61 44051 60 44303 58 44555 56 44806 53 45056 52 45306 51 45556 50 45806 49 46056 47 46306 46 46557 45 46810 41 47071 30 47323 29 47577 24 47843 4
test_mask_729,16120 3 16124 1 16369 7 16617 9 16838 14 16865 11 17086 23 17114 12 17333 43 17580 45 17829 45 18078 44 18327 44 18577 42 18826 42 19075 43 19324 41 19574 38 19824 36 20074 27 20324 24 20574 19 20824 10 21075 5 21314 3 21327 1 21562 10 21812 9 22062 9 22312 9 22563 7 22813 6 23063 6 23313 5 23559 8 23809 7 24058 7 24308 7 24557 7 24806 7 25056 7 25305 7 25554 7 25803 8 26052 9 26302 9 26551 10 26801 9 27050 10 27300 10 27549 11 27799 11 28049 11 28298 11 28548 11 28798 11 29048 11 29298 11 29548 11 29798 11 30048 11 30298 11 30548 10 30798 10 31048 10 31298 10 31548 10 31798 10 32048 10 32298 9 32548 9 32799 8 33049 8 33299 9 33549 10 33799 10 34049 10 34299 11 34549 11 34799 11 35050 11 35300 12 35550 13 35800 13 36050 13 36300 13 36550 14 36800 14 37051 14 37301 15 37551 15 37801 16 38052 15 38302 15 38553 14 38803 15 39055 14 39306 14 39556 15 39807 15 40057 19 40309 20 40559 20 40810 19 41062 18 41313 18 41563 20 41814 20 42065 20 42317 19 42569 28 42821 30 43072 39 43325 38 43578 5 43587 27 43838 26 44090 25 44341 25 44593 23 44844 22 45095 20 45349 14 45605 6
test_mask_730,26958 3 27206 7 27457 6 27709 5 27960 3 28212 1 28462 1 31718 2 31968 2 32219 2 32469 1 37305 1 41086 2 41335 3 41586 2 41835 3 42086 2 42333 5 42579 2 42583 5 42822 16 43071 21 43321 24 43571 25 43817 3 43821 28 44067 35 44317 1 44319 34 44567 1 44571 33 44819 36 45069 38 45319 39 45570 39 45820 40 46070 42 46321 43 46571 44 46821 44 47074 40 47326 37 47578 33 47830 29 48085 21 48338 15 48591 11 48844 8 49095 6
test_mask_731,12600 2 12609 1 12845 15 13094 17 13341 33 13588 45 13833 51 13886 5 14078 64 14326 66 14575 69 14656 1 14823 72 14905 2 15072 74 15153 4 15321 76 15402 5 15567 81 15651 6 15814 84 15901 6 16062 85 16151 22 16309 86 16401 22 16557 85 16653 21 16806 84 16904 22 17056 83 17157 22 17187 1 17305 83 17407 23 17437 1 17553 82 17658 23 17686 2 17802 81 17909 22 17932 6 17970 1 18052 80 18159 29 18217 1 18219 1 18221 1 18301 79 18410 28 18464 6 18551 77 18661 27 18706 14 18801 76 18912 27 18954 16 19051 72 19162 27 19203 17 19300 66 19414 25 19453 17 19548 61 19665 24 19703 25 19798 55 19915 24 19953 27 20048 52 20172 17 20204 29 20298 49 20424 15 20456 29 20547 37 20681 8 20713 23 20737 2 20740 3 20750 1 20795 35 20964 29 21044 35 21216 27 21245 6 21293 35 21467 27 21495 6 21541 34 21716 35 21790 34 21966 35 22040 32 22216 35 22290 32 22467 34 22540 31 22718 33 22790 30 22968 33 23039 30 23219 32 23289 29 23470 31 23540 26 23722 29 23790 25 23977 24 24040 24 24229 22 24290 24 24485 5 24493 8 24539 24 24746 5 24789 23 24998 3 25039 22 25287 24 25536 24 25786 24 26036 24 26287 22 26537 22 26787 22 27037 22 27286 23 27535 24 27785 23 28035 23 28285 23 28535 23 28785 23 29035 23 29284 24 29534 24 29784 24 30034 25 30284 25 30534 5 30541 18 30785 4 30791 18 31034 5 31042 18 31287 1 31291 19 31537 23 31787 23 32038 22 32288 22 32539 21 32790 20 33039 21 33288 22 33538 22 33789 21 34039 21 34289 21 34540 21 34790 21 35040 22 35290 23 35540 23 35790 24 36040 24 36290 25 36540 26 36791 27 37041 30 37291 31 37542 32 37793 32 38043 34 38294 34 38545 35 38796 38 39048 42 39298 49 39446 5 39549 50 39692 12 39800 51 39940 14 40051 57 40110 2 40189 15 40303 65 40430 6 40438 16 40555 64 40674 30 40806 65 40916 38 41056 68 41149 56 41306 69 41397 58 41556 72 41643 63 41807 81 41891 66 42057 150 42309 149 42560 147 42813 145 43064 142 43315 142 43566 139 43819 136 44071 110 44182 14 44198 6 44322 108 44433 13 44448 6 44575 103 44684 12 44698 6 44827 99 44935 8 44949 5 45078 97 45186 3 45200 4 45330 94 45436 3 45450 4 45582 91 45687 1 45700 4 45835 88 45951 3 46089 84 46201 3 46344 78 46451 3 46596 74 46702 2 46850 65 47103 62 47357 56 47617 45 47874 10 47885 24 48137 6 48155 2
test_mask_732,9827 9 10071 19 10317 35 10564 38 10813 40 11059 44 11306 47 11556 47 11803 50 12051 53 12298 56 12546 59 12792 63 13040 66 13290 67 13539 69 13788 73 14037 74 14286 75 14535 77 14784 78 15033 79 15282 80 15531 81 15781 80 16030 79 16279 73 16529 72 16779 71 17028 71 17277 71 17527 70 17776 70 18026 69 18275 70 18525 70 18774 70 19024 64 19273 59 19523 56 19772 56 20022 56 20272 56 20522 55 20771 56 21021 56 21271 56 21520 57 21770 57 22019 58 22269 58 22519 58 22769 58 23018 59 23268 59 23517 60 23766 61 24016 61 24266 61 24515 62 24765 62 25015 62 25265 62 25516 61 25767 59 26017 59 26267 59 26517 59 26768 58 27019 56 27269 55 27519 55 27769 55 28019 54 28268 55 28518 55 28767 56 29017 56 29269 53 29519 52 29770 51 30020 51 30270 51 30520 51 30771 49 31021 49 31273 46 31524 45 31774 44 32025 43 32275 43 32525 43 32776 41 33027 40 33277 39 33527 38 33777 38 34027 38 34277 38 34526 38 34776 38 35027 37 35279 33 35530 30 35781 26 36032 24 36282 24 36532 24 36782 23 37033 22 37284 21 37535 21 37787 22 38038 25 38289 25 38540 24 38791 24 39043 23 39294 23 39545 23 39797 22 40048 22 40300 20 40553 18 40805 16 41056 20 41306 22 41557 22 41810 19 42067 2 42071 8
test_mask_733,8846 1 8857 3 9092 18 9332 29 9577 40 9825 49 10072 52 10321 53 10570 53 10819 52 11068 51 11317 48 11565 47 11814 49 12063 51 12313 52 12562 54 12808 59 13056 63 13306 65 13555 68 13803 72 14053 73 14302 75 14552 75 14801 76 15050 77 15300 78 15548 79 15798 79 16048 78 16298 78 16548 77 16798 75 17047 74 17296 73 17544 57 17611 1 17793 54 18042 53 18291 53 18540 51 18790 49 19040 47 19290 30 19322 12 19539 28 19579 1 19788 29 20038 29 20288 28 20538 28 20787 28 21037 28 21287 28 21536 28 21786 27 22036 27 22285 27 22535 26 22785 25 23034 25 23284 25 23533 25 23783 24 24032 25 24282 25 24532 25 24782 25 25032 24 25282 24 25532 24 25782 24 26032 24 26281 25 26531 25 26781 25 27031 25 27282 25 27532 25 27782 25 28032 25 28282 25 28532 26 28782 26 29032 26 29282 26 29532 26 29782 26 30032 25 30282 25 30533 24 30783 24 31033 25 31284 24 31535 24 31785 25 32035 26 32285 26 32535 27 32785 28 33036 27 33288 26 33538 26 33789 25 34039 25 34289 25 34540 24 34790 24 35040 25 35290 25 35541 24 35791 24 36042 23 36294 22 36545 21 36796 20 37048 19 37298 19 37550 18 37803 15 38055 14 38306 14 38556 14 38807 17 39061 18 39313 17 39564 18 39821 12 40072 12 40324 11 40575 11 40593 1 40827 9 40840 5
test_mask_734,13607 3 13849 26 14095 31 14343 33 14590 36 14837 39 15087 38 15336 39 15583 42 15829 46 16076 49 16323 53 16571 55 16667 1 16819 57 16917 1 16919 1 16922 3 17067 59 17167 1 17169 1 17172 5 17315 61 17417 4 17422 6 17564 64 17649 3 17666 15 17813 67 17899 3 17915 22 18060 71 18148 3 18165 23 18307 76 18415 23 18556 78 18665 24 18806 80 18915 24 19056 85 19165 25 19305 89 19415 26 19553 91 19666 26 19802 79 19916 26 20051 66 20123 4 20168 25 20301 63 20420 23 20550 62 20671 22 20799 62 20923 19 21048 61 21173 19 21298 59 21429 12 21544 59 21684 6 21794 58 21937 1 22043 56 22293 53 22542 48 22791 46 23041 45 23290 44 23539 41 23789 40 24038 38 24287 36 24536 36 24786 35 25035 36 25284 36 25534 35 25784 34 26034 34 26284 33 26534 33 26784 33 27034 32 27283 33 27533 32 27783 32 28033 32 28283 32 28533 32 28784 30 29034 30 29284 30 29533 31 29783 31 30033 31 30283 31 30515 2 30532 32 30765 2 30782 32 31015 2 31032 32 31265 2 31283 32 31534 31 31766 1 31785 30 32036 28 32287 27 32538 27 32789 26 33040 25 33290 24 33540 24 33790 24 34040 24 34290 24 34541 23 34791 23 35042 22 35292 22 35542 23 35792 23 36042 23 36292 24 36542 24 36792 25 37042 26 37292 27 37542 27 37792 28 38041 29 38291 29 38541 30 38791 30 39044 29 39295 30 39546 31 39796 33 40047 32 40297 33 40548 34 40798 36 41054 33 41304 37 41553 49 41804 52 42054 55 42304 57 42554 64 42805 65 43056 67 43306 69 43558 68 43809 67 44061 65 44312 64 44563 63 44814 62 45070 56 45323 29 45355 18 45574 24 45607 12 45825 12 45866 2 46077 2
test_mask_735,17576 3 17606 6 17825 4 17831 3 17854 11 18073 14 18093 1 18098 18 18321 16 18339 6 18346 21 18566 21 18588 29 18811 56 19058 59 19306 61 19555 62 19803 64 20051 66 20300 67 20548 69 20798 69 21048 69 21297 70 21544 72 21793 73 22042 72 22291 72 22541 70 22790 70 23040 67 23288 65 23535 67 23784 67 24033 66 24282 66 24532 65 24781 64 25031 64 25279 44 25329 15 25528 42 25584 1 25587 2 25777 42 26026 43 26275 43 26524 44 26773 45 27023 44 27272 45 27522 45 27772 45 28022 45 28272 45 28521 47 28771 47 29021 47 29271 47 29520 47 29770 47 30020 46 30270 46 30520 46 30770 45 31019 46 31268 46 31519 45 31768 46 32018 46 32268 46 32518 45 32768 45 33018 45 33268 45 33518 45 33768 45 34018 46 34268 46 34518 46 34768 46 35018 46 35269 46 35519 46 35769 46 36019 46 36270 45 36520 45 36770 46 37021 45 37272 44 37522 45 37772 45 38023 44 38273 44 38523 44 38774 44 39025 43 39276 43 39527 42 39777 42 40028 42 40278 42 40528 43 40779 42 40884 1 40899 17 41029 43 41130 6 41148 18 41280 43 41381 5 41397 19 41530 43 41631 5 41648 18 41780 45 41883 2 41898 17 42030 46 42133 2 42148 17 42280 48 42384 1 42398 17 42530 49 42648 17 42781 49 42898 17 43033 49 43146 19 43283 50 43394 21 43534 50 43633 4 43642 23 43784 52 43838 1 43883 7 43892 23 44035 56 44131 36 44286 56 44381 37 44537 56 44630 39 44788 56 44880 40 45039 55 45128 43 45290 55 45377 44 45541 55 45627 45 45792 55 45879 43 46044 55 46129 5 46136 3 46141 31 46295 55 46381 2 46396 1 46398 24 46549 52 46632 1 46651 2 46658 13 46802 50 47055 49 47306 54 47556 55 47807 54 48057 54 48309 42 48354 6 48560 27 48590 8 48608 2 48811 22 49074 5 49324 5 49577 2
test_mask_736,11652 9 11900 11 12150 11 12400 11 12650 11 12900 11 13150 11 13400 11 13650 10 13899 11 14150 9 14400 8 14651 7 14902 5 15153 4 15405 2 15655 2 15905 2 16155 2 16360 2 16405 2 16610 3 16655 2 16859 6 16905 2 17107 10 17155 2 17356 13 17406 1 17604 17 17853 19 18102 20 18352 19 18421 1 18601 20 18671 1 18850 20 18921 2 19100 20 19171 2 19350 19 19421 2 19603 11 19668 5 19916 1 19918 2 24431 1 24558 5 24680 3 24806 8 24930 4 25055 9 25179 5 25303 12 25429 6 25551 14 25679 7 25801 13 25929 7 26049 16 26180 7 26299 15 26430 7 26548 16 26680 8 26797 17 26931 7 27046 18 27181 7 27296 18 27431 5 27546 18 27796 17 28046 17 28296 17 28546 10 28796 10 29046 9 29296 9 29329 1 29546 10 29796 10 30046 10 30296 10 30546 10 30796 11 31046 10 31296 15 31546 14 31796 10 31808 1 32046 10 32296 10 32329 1 32546 10 32579 2 32796 10 32829 2 33046 10 33079 2 33299 7 33329 3 33444 4 33550 12 33579 3 33693 5 33800 13 33829 3 33942 6 34051 12 34078 4 34191 7 34301 13 34328 3 34441 7 34551 13 34578 3 34690 7 34801 13 34828 3 34931 1 34939 8 35052 12 35078 3 35181 16 35304 10 35328 3 35430 17 35557 7 35578 4 35679 18 35811 3 35828 4 35929 18 36078 4 36178 19 36329 3 36427 20 36579 4 36677 20 36829 4 36926 21 37079 4 37176 21 37329 4 37427 20 37579 5 37678 18 37829 4 37928 18 38081 1 38178 18 38429 17 38680 15 38930 13 39181 9
test_mask_737,10859 1 11106 4 11116 2 11138 3 11351 2 11354 7 11365 3 11381 11 11596 22 11629 13 11647 2 11836 63 12086 64 12335 64 12585 64 12833 67 13083 67 13328 1 13332 69 13573 81 13811 96 14060 98 14309 100 14558 105 14807 108 15056 109 15170 2 15306 117 15556 117 15804 121 16053 122 16302 124 16550 127 16799 128 17047 131 17295 133 17544 136 17792 139 18040 141 18289 143 18433 3 18538 150 18787 151 19036 152 19285 154 19534 155 19783 156 20032 157 20282 157 20532 124 20665 24 20781 59 20845 59 20923 16 21030 56 21095 30 21131 21 21173 16 21280 53 21347 27 21384 16 21423 16 21528 51 21600 21 21634 5 21641 5 21681 8 21777 52 21852 19 21931 9 22026 48 22102 18 22181 9 22275 46 22353 16 22431 10 22524 46 22603 15 22682 10 22773 46 22857 9 22933 9 23021 46 23109 3 23185 7 23270 46 23437 5 23519 45 23689 1 23769 45 24018 45 24268 45 24517 46 24767 45 25016 46 25265 46 25515 46 25765 46 26015 46 26265 46 26515 46 26765 46 27015 46 27264 47 27514 47 27764 47 28014 47 28264 47 28514 47 28764 47 29015 46 29264 47 29514 47 29764 46 30014 46 30264 46 30513 47 30763 46 31013 46 31263 46 31513 46 31763 46 32013 46 32263 46 32513 47 32762 48 33013 47 33264 46 33514 47 33765 47 34016 46 34266 47 34517 46 34767 46 35017 47 35267 48 35517 50 35767 51 36017 52 36268 52 36518 53 36768 54 37019 56 37270 56 37520 57 37770 58 38020 59 38270 59 38520 59 38771 59 39024 57 39275 56 39525 57 39775 57 40026 56 40277 56 40368 3 40527 56 40615 8 40778 56 40863 13 41028 57 41111 15 41278 58 41361 16 41528 59 41611 19 41778 59 41860 23 42028 60 42105 30 42278 60 42353 34 42528 63 42602 37 42778 64 42852 39 43029 114 43279 115 43529 117 43780 118 44030 120 44280 126 44531 128 44781 132 45032 145 45282 146 45533 145 45784 145 46035 145 46286 144 46537 144 46789 142 47040 143 47290 144 47540 145 47790 146 48040 147 48291 146 48542 146 48794 144 49045 8 49058 130 49296 7 49308 130 49548 3 49558 130 49810 129 50065 124 50316 123 50568 121 50822 117 51073 116 51325 114 51576 113 51827 111 52079 102 52183 5 52330 101 52581 100 52832 98 53082 98 53332 98 53583 97 53834 96 54085 95 54335 95 54590 89 54842 81 55093 80 55344 79 55594 79 55845 78 56095 70 56345 70 56599 63 56852 56 57102 56 57352 55 57602 55 57852 55 58103 54 58353 4 58362 45 58615 35 58886 6
test_mask_738,14843 1 15078 1 15089 7 15326 4 15331 21 15572 31 15819 42 16065 48 16313 51 16557 57 16806 59 17055 60 17305 61 17552 65 17801 66 18050 67 18299 68 18549 68 18798 69 19047 70 19296 71 19545 66 19794 61 20043 59 20292 58 20541 57 20790 43 20838 7 21039 40 21289 39 21539 36 21789 35 22038 34 22288 34 22538 33 22788 33 23037 34 23287 33 23536 33 23785 34 24035 34 24284 35 24534 35 24783 36 25033 36 25282 36 25532 36 25782 36 26031 36 26281 36 26531 36 26781 36 27030 37 27280 37 27529 38 27779 38 28029 38 28279 38 28529 38 28778 39 29028 39 29278 39 29527 40 29777 40 30027 40 30276 41 30526 41 30776 41 31026 41 31276 41 31526 40 31776 40 32027 39 32277 39 32527 39 32777 39 33027 39 33277 39 33527 39 33778 38 34028 38 34278 38 34528 38 34778 38 35029 37 35280 37 35531 36 35782 35 36032 35 36282 35 36533 34 36783 35 37034 34 37285 34 37536 33 37787 32 38038 31 38289 31 38540 30 38790 30 39040 31 39290 31 39540 32 39790 32 40040 33 40290 34 40540 35 40790 36 41040 39 41291 39 41541 43 41792 45 42043 48 42294 51 42546 52 42797 54 43048 63 43298 64 43548 65 43798 66 44049 66 44299 66 44550 66 44802 64 45054 61 45305 60 45556 58 45806 58 46057 56 46309 53 46562 49 46814 39 47072 30 47327 2 47342 3
test_mask_739,13827 8 13841 4 14074 28 14107 3 14322 42 14570 46 14814 53 15063 54 15312 56 15560 58 15807 62 16056 64 16305 66 16553 69 16800 73 17048 76 17296 78 17544 80 17793 81 18042 81 18292 80 18541 80 18791 80 19041 79 19290 75 19540 68 19789 66 20038 64 20288 57 20538 51 20787 50 21036 50 21285 50 21536 47 21784 48 22033 49 22283 49 22532 49 22782 49 23032 49 23280 50 23530 50 23780 50 24029 50 24279 50 24529 50 24779 50 25028 51 25278 51 25528 50 25778 50 26028 49 26278 49 26528 48 26779 47 27028 47 27278 46 27528 45 27778 45 28028 44 28278 44 28528 44 28778 43 29028 43 29278 43 29528 43 29778 43 30028 42 30278 42 30528 42 30777 43 31027 43 31277 42 31528 41 31778 41 32028 41 32278 41 32528 40 32778 40 33028 40 33278 39 33528 39 33777 39 34027 39 34277 39 34527 38 34777 38 35028 36 35279 35 35529 34 35779 34 36029 34 36279 34 36530 32 36780 32 37031 30 37282 29 37532 29 37783 28 38033 27 38285 26 38537 23 38789 21 39040 21 39290 22 39543 20 39797 17 40048 17 40298 19 40550 18 40804 16 41056 16 41306 19 41556 21 41806 25 42056 31 42306 34 42556 36 42807 37 42852 2 43061 49 43312 49 43563 49 43813 49 44064 49 44314 50 44566 49 44821 30 44856 9 45072 28 45108 3 45323 24 45575 12 45590 4 45827 2
test_mask_740,9984 1 9991 1 10231 13 10245 1 10478 22 10726 25 10953 1 10971 30 11200 4 11209 3 11220 31 11444 10 11457 5 11464 2 11470 31 11691 60 11939 62 12188 63 12435 66 12659 6 12681 70 12902 13 12928 19 12948 6 12955 46 13147 18 13175 21 13200 4 13206 45 13390 2 13393 22 13419 27 13452 2 13458 43 13637 59 13699 5 13705 46 13885 116 14123 4 14128 1 14134 117 14371 130 14620 131 14868 133 15118 133 15368 133 15617 134 15862 139 16108 143 16352 149 16600 151 16847 154 17095 156 17327 2 17334 3 17343 158 17574 177 17823 178 18060 191 18307 194 18556 195 18805 196 19055 196 19304 197 19551 200 19800 201 20049 202 20297 204 20547 204 20796 205 21045 206 21293 86 21391 110 21541 82 21645 106 21790 58 21899 102 22040 45 22150 4 22156 95 22290 43 22415 86 22539 42 22666 85 22788 41 22918 83 23037 41 23171 80 23286 36 23423 78 23534 36 23675 76 23782 36 23927 74 24031 35 24180 71 24281 34 24431 70 24530 34 24682 69 24779 34 24937 64 25028 35 25188 63 25278 34 25439 62 25527 33 25689 62 25777 31 25941 60 26027 30 26192 59 26276 30 26443 58 26526 30 26695 56 26776 30 26946 55 27025 30 27196 55 27275 29 27447 54 27525 28 27698 53 27775 28 27949 52 28025 28 28200 51 28275 28 28451 50 28524 29 28703 48 28774 29 28962 39 29024 29 29219 30 29274 29 29485 3 29524 29 29774 28 30024 28 30274 28 30524 28 30774 28 31025 27 31275 27 31526 26 31776 26 32026 26 32277 25 32527 25 32777 25 33028 25 33278 25 33528 26 33778 26 34028 26 34278 27 34529 26 34779 26 35029 27 35279 30 35529 32 35778 34 36028 36 36278 39 36528 43 36778 45 37028 49 37278 51 37527 53 37777 56 38027 58 38277 60 38526 61 38776 63 39026 69 39276 72 39525 75 39775 77 40025 78 40275 80 40525 82 40775 83 41024 86 41274 87 41523 89 41773 91 41994 1 42023 92 42244 3 42273 94 42493 4 42523 94 42742 5 42773 97 42988 10 43023 101 43236 15 43274 101 43454 3 43485 16 43524 102 43704 8 43735 16 43774 103 43929 6 43950 14 43982 19 44024 106 44131 1 44134 1 44175 13 44197 19 44228 23 44274 114 44415 2 44423 44 44477 24 44524 116 44642 2 44664 7 44673 46 44723 28 44775 127 44911 90 45025 130 45157 94 45276 225 45526 225 45777 224 46027 224 46278 223 46528 223 46779 222 47030 221 47281 220 47531 220 47782 219 48032 219 48282 219 48533 218 48784 217 49035 216 49286 215 49537 214 49788 213 50038 213 50289 212 50540 211 50790 211 51040 211 51291 210 51543 208 51794 207 52045 206 52296 205 52547 204 52798 203 53048 203 53299 202 53550 201 53801 200 54052 199 54303 198 54554 197 54805 196 55056 195 55306 195 55556 195 55807 194 56059 192 56310 191 56562 189 56813 188 57064 187 57314 187 57566 185 57818 183 58070 181 58321 180 58571 180 58822 179 59072 179 59323 178 59575 176 59826 3 59831 170 60077 2 60085 2 60088 163 60328 1 60341 160 60594 1 60596 155 60848 153 61101 150 61355 146 61607 144 61858 143 62113 107 62230 21 62364 98 62485 16
